ticker,sentiment change percent,price change percent
CA.PA,6300.000000000021,0.01239664
AHI,2558.162498311184,-0.017241362
ISBC,2233.333333333334,-0.024613247
FMBI,2233.333333333334,0.027711415000000003
D-UN.TO,2052.777777777816,-0.0015479246999999998
KL.TO,1941.9696969696965,0.020739186
TCRX,1438.8888888888875,0.017488098
OCX,1388.5679382093367,-0.053017659999999994
ABX.TO,1269.432314410471,0.038005261
POW.TO,983.1111111111103,0.0051329106
G,922.1548261505662,0.01322
S,827.9643593570393,0.0064294700000000005
WBEV,672.2929936305733,-0.045161246999999995
INDP,641.1168297680869,0.19923382
PIK,500.19961219965967,0.14393934
MBRX,497.62734110757725,0.013793089000000001
FNV.TO,496.9066666666663,0.040042514999999994
XPO,490.7617722999182,-0.00020760600000000002
ALLR,477.1929824561399,-0.01515159
CNR.TO,432.6704545454548,0.00766628
DRMA,402.75488556857874,-0.2108906
MGTX,385.5114672088209,0.0
PACE,384.66551465680203,0.0
NRXP,359.9780676384766,-0.063333406
CMPI,345.4545454545448,0.0
FDMT,291.1186742794691,-0.0028653267
EVGO,285.6725157686134,-0.06322797
IVOL,281.090234155164,0.0382794
BKKT,279.599491823505,0.033333416
LOCL,270.68834265631796,0.0157233
AQN.TO,266.12121212121315,0.009537626
UPWK,262.09753266560654,0.073017416
SLBG,237.23756906077332,-0.0624312
DOL.TO,230.7499999999988,0.015650242999999998
CMMB,229.85857700550247,-0.10270272999999999
CPIX,212.86860510126343,0.012048122999999999
TIVC,206.32098057781906,-0.015384660999999999
IRNT,202.34576246121242,-0.045248933
SOUN,189.8080248921223,-0.033582146
THMO,165.67528223388828,-0.13048211
LIXT,162.11233009973768,-0.038305704999999995
JPHY,160.44444444444537,0.00823374
K.TO,159.4792425345959,0.030567658
MSTR,158.3196600882938,0.015033482
ES,157.90564869842578,0.031727242
OOMA,157.14740629876096,0.010979699999999998
PROG,157.02047065889042,-0.03470476
IUSB,151.8694329636753,0.008253044499999999
GRBK,151.12813224194213,0.0521206
DAVE,151.07525926715385,0.0026155198
CAN,142.28459312469627,0.0031055870000000004
GIII,140.95848748980987,-0.010874904000000001
PHIL,135.87730279723505,0.0
Z,132.72624032190606,0.060472383
DATS,130.32636406826467,-0.00925925
AAP,127.16719616304447,0.00317756
BENE,126.07370144543171,-0.0009680764
OCUP,124.23898031261338,-0.015624986
HOTH,124.17064755821153,-0.010019111999999998
ABUS,115.97105542565318,0.0332103
ELOX,115.1232899566228,-0.063248515
AZN,114.74355524274857,-0.0018162970000000001
AMJ,112.59259259259267,0.0116034
CAAP,109.71743997529538,-0.007168452
DOCU,109.66745748784574,0.06692228
KOD,108.54431352034877,0.014397924
BRLT,105.31447035949597,-0.048421054000000005
AQB,97.86509513185631,-0.093567295
AQST,97.71322265018236,-0.015317312000000001
XAIR,97.48639056528172,0.10911809
EEENF,97.14164629646316,0.09259
ROOT,96.38198605116818,-0.008403453
GGPI,94.99164617376903,0.0
FCEL,93.80929474332484,0.007999992000000001
CRDF,90.68102429140528,0.059090853
BKR,90.43471997676791,0.007620343000000001
SPI,88.02502236731003,-0.028901775
LOTZ,87.42159185803024,0.007878037
MARA,85.80818773042644,0.037453148
RBLX,82.8992076109212,0.06725499
LSPD,82.3729419455066,0.0183856
ADUS,80.46779902245373,0.016090347
AUPH,79.72215393695727,0.13333334
T,79.24987520394599,0.0166985
CASA,78.41569743393968,-0.0050890535
PETZ,78.2560618045612,-0.04736844
HNDL,75.8638393204415,0.017961111999999998
BHIL,74.65557412711425,-0.029197099999999997
XSPA,72.94830066383075,0.011440984000000001
F,71.95177461517015,0.0170709
TBLT,70.61072418987469,-0.12107622
CRXT,69.29699901438602,0.0028788373
WES,68.54853638761729,0.00863846
RA,68.46630421039302,0.0016277145000000001
ATOS,68.15320369477267,-0.073394527
FF,67.79276672846677,0.010989
RKT,67.30766125917498,0.0339674
APPN,66.67500857101429,-0.004645296
FTI,65.62927241809871,-0.013372979
H,65.53874492706271,0.0170477
RDFN,64.7064779600704,0.08737866999999999
FR,63.46141915472876,0.021272199999999998
ATVI,63.39032494535657,0.0091189194
RELI,63.160498718049496,0.004784684799999999
TWTR,62.638557550237394,0.022465899999999997
LAC,61.898010857989846,-0.000496688
FUBO,61.43487890587536,0.0
ESSC,61.211755793023606,-0.005355434
ABBV,60.37048735010329,0.00417863
BITF,59.77594267839148,-0.017857125
CHGG,59.449465737143605,0.019701800000000002
MNTS,59.08521102898803,0.0
CRM,58.525681625067264,0.0191469
ZYME,58.43516065186931,0.045283
SQ,58.38320761194487,0.039700700000000005
VAXX,57.978476097881185,0.11464964999999999
MRNA,57.86481420438765,0.049702415
ENPH,57.03884867629143,0.0024584907
AFMD,57.03419975967656,0.01444042
RETA,56.89008410822358,0.0016453156999999999
XOP,56.662977739328426,0.012052199999999999
SEV,56.35688771563452,0.0
VCEL,56.09614856482668,0.025416975
NCLH,55.33572885104603,0.0188849
GGB,54.80131218390019,-0.018648
DIS,54.76459292354809,0.0184322
LMT,53.646300933574786,0.00827983
KPLT,52.64497012892224,0.028037355
LKNCY,52.10932096505139,0.029268265
MKD,50.427372708508145,0.01051698
NNDM,50.20267509570198,-0.012738917
FMHI,49.750415973377685,0.005578347
MRAI,49.619316470211025,0.023784904
PTRA,49.25854967456107,-0.002155119
DD,48.84269741379252,-0.014933460999999999
KTRA,48.13562698386447,-0.08273382
CMG,47.9170420215721,-0.0003518511
NILE,46.70867762445279,0.046327624
BCYC,46.44789836895762,0.04231222
HYLN,46.292634408017804,-0.0031055899999999997
